CeremonyID,AwardCategory,AwardWinner,Film,FilmID,Person,PersonID,AwardType
050-1977,"Best Short Film, Animated",NA,The Bead Game,tt0075732,Ishu Patel,nm0665373,Short
050-1977,"Best Documentary, Short Subjects",Winner,Gravity Is My Enemy,tt0076105,Jan Stussy,nm0836465,Short
050-1977,"Best Documentary, Short Subjects",Winner,Gravity Is My Enemy,tt0076105,John C. Joseph,nm0003385,Short
050-1977,"Best Documentary, Short Subjects",NA,"Agueda Martinez: Our People, Our Country",tt0075645,Moctesuma Esparza,nm0260800,Short
050-1977,"Best Documentary, Short Subjects",NA,First Edition,tt0076032,DeWitt Sage,nm0756040,Short
050-1977,"Best Documentary, Short Subjects",NA,First Edition,tt0076032,Helen Whitney,nm0926299,Short
050-1977,"Best Documentary, Short Subjects",NA,"Of Time, Tombs and Treasures",tt0076488,James R. Messenger,nm0582032,Short
050-1977,"Best Documentary, Short Subjects",NA,"Of Time, Tombs and Treasures",tt0076488,Paul Raimondi,nm0004048,Short
050-1977,"Best Documentary, Short Subjects",NA,The Shetland Experience,tt0076700,Douglas Gordon,nm0330159,Short
051-1978,Best Picture,Winner,The Deer Hunter,tt0077416,Barry Spikings,nm0818731,Picture
051-1978,Best Picture,Winner,The Deer Hunter,tt0077416,John Peverall,nm0678911,Picture
051-1978,Best Picture,Winner,The Deer Hunter,tt0077416,Michael Cimino,nm0001047,Picture
051-1978,Best Picture,Winner,The Deer Hunter,tt0077416,Michael Deeley,nm0214303,Picture
051-1978,Best Picture,NA,An Unmarried Woman,tt0078444,Anthony Ray,nm0712743,Picture
051-1978,Best Picture,NA,An Unmarried Woman,tt0078444,Paul Mazursky,nm0005196,Picture
051-1978,Best Picture,NA,Coming Home,tt0077362,Jerome Hellman,nm0375477,Picture
051-1978,Best Picture,NA,Heaven Can Wait,tt0077663,Warren Beatty,nm0000886,Picture
051-1978,Best Picture,NA,Midnight Express,tt0077928,Alan Marshall,nm0550728,Picture
051-1978,Best Picture,NA,Midnight Express,tt0077928,David Puttnam,nm0701298,Picture
051-1978,Best Foreign Language Film,Winner,Get Out Your Handkerchiefs,tt0078122,NA,NA,International
051-1978,Best Foreign Language Film,NA,Hungarians,tt0077891,NA,NA,International
051-1978,Best Foreign Language Film,NA,The Glass Cell,tt0077615,NA,NA,International
051-1978,Best Foreign Language Film,NA,Viva Italia!,tt0078012,NA,NA,International
051-1978,Best Foreign Language Film,NA,White Bim Black Ear,tt0077222,NA,NA,International
051-1978,"Best Documentary, Features",Winner,Scared Straight!,tt0078205,Arnold Shapiro,nm0788461,Documentary
051-1978,"Best Documentary, Features",NA,Mysterious Castles of Clay,tt0077966,Alan Root,nm0740497,Documentary
051-1978,"Best Documentary, Features",NA,Raoni,tt0078140,Barry Hugh Williams,nm0930066,Documentary
051-1978,"Best Documentary, Features",NA,Raoni,tt0078140,Jean-Pierre Dutilleux,nm0244792,Documentary
051-1978,"Best Documentary, Features",NA,Raoni,tt0078140,Michel Gast,nm0309383,Documentary
051-1978,"Best Documentary, Features",NA,The Lovers' Wind,tt0080087,Albert Lamorisse,nm0483738,Documentary
051-1978,"Best Documentary, Features",NA,With Babies and Banners: Story of the Women's Emergency Brigade,tt0078501,Anne Bohlen,nm0092043,Documentary
051-1978,"Best Documentary, Features",NA,With Babies and Banners: Story of the Women's Emergency Brigade,tt0078501,Lorraine Gray,nm1080191,Documentary
051-1978,"Best Documentary, Features",NA,With Babies and Banners: Story of the Women's Emergency Brigade,tt0078501,Lyn Goldfarb,nm0325585,Documentary
051-1978,Best Director,Winner,The Deer Hunter,tt0077416,Michael Cimino,nm0001047,Director
051-1978,Best Director,NA,Coming Home,tt0077362,Hal Ashby,nm0000797,Director
051-1978,Best Director,NA,Heaven Can Wait,tt0077663,Buck Henry,nm0377750,Director
051-1978,Best Director,NA,Heaven Can Wait,tt0077663,Warren Beatty,nm0000886,Director
051-1978,Best Director,NA,Interiors,tt0077742,Woody Allen,nm0000095,Director
051-1978,Best Director,NA,Midnight Express,tt0077928,Alan Parker,nm0000570,Director
051-1978,"Best Writing, Screenplay Written Directly for the Screen",Winner,Coming Home,tt0077362,Nancy Dowd,nm0235683,Writing
051-1978,"Best Writing, Screenplay Written Directly for the Screen",Winner,Coming Home,tt0077362,Robert C. Jones,nm0002717,Writing
051-1978,"Best Writing, Screenplay Written Directly for the Screen",Winner,Coming Home,tt0077362,Waldo Salt,nm0759029,Writing
051-1978,"Best Writing, Screenplay Written Directly for the Screen",NA,An Unmarried Woman,tt0078444,Paul Mazursky,nm0005196,Writing
051-1978,"Best Writing, Screenplay Written Directly for the Screen",NA,Autumn Sonata,tt0077711,Ingmar Bergman,nm0000005,Writing
051-1978,"Best Writing, Screenplay Written Directly for the Screen",NA,Interiors,tt0077742,Woody Allen,nm0000095,Writing
051-1978,"Best Writing, Screenplay Written Directly for the Screen",NA,The Deer Hunter,tt0077416,Deric Washburn,nm0913346,Writing
051-1978,"Best Writing, Screenplay Written Directly for the Screen",NA,The Deer Hunter,tt0077416,Louis Garfinkle,nm0307311,Writing
051-1978,"Best Writing, Screenplay Written Directly for the Screen",NA,The Deer Hunter,tt0077416,Michael Cimino,nm0001047,Writing
051-1978,"Best Writing, Screenplay Written Directly for the Screen",NA,The Deer Hunter,tt0077416,Quinn K. Redeker,nm0714793,Writing
051-1978,"Best Writing, Screenplay Based on Material from Another Medium",Winner,Midnight Express,tt0077928,Oliver Stone,nm0000231,Writing
051-1978,"Best Writing, Screenplay Based on Material from Another Medium",NA,Bloodbrothers,tt0078878,Walter Newman,nm0628305,Writing
051-1978,"Best Writing, Screenplay Based on Material from Another Medium",NA,California Suite,tt0077289,Neil Simon,nm0800319,Writing
051-1978,"Best Writing, Screenplay Based on Material from Another Medium",NA,Heaven Can Wait,tt0077663,Elaine May,nm0561938,Writing
051-1978,"Best Writing, Screenplay Based on Material from Another Medium",NA,Heaven Can Wait,tt0077663,Warren Beatty,nm0000886,Writing
051-1978,"Best Writing, Screenplay Based on Material from Another Medium",NA,"Same Time, Next Year",tt0078199,Bernard Slade,nm0805152,Writing
051-1978,Best Actress in a Leading Role,Winner,Coming Home,tt0077362,Jane Fonda,nm0000404,Performance
051-1978,Best Actress in a Leading Role,NA,An Unmarried Woman,tt0078444,Jill Clayburgh,nm0001049,Performance
051-1978,Best Actress in a Leading Role,NA,Autumn Sonata,tt0077711,Ingrid Bergman,nm0000006,Performance
051-1978,Best Actress in a Leading Role,NA,Interiors,tt0077742,Geraldine Page,nm0656183,Performance
051-1978,Best Actress in a Leading Role,NA,"Same Time, Next Year",tt0078199,Ellen Burstyn,nm0000995,Performance
051-1978,Best Actor in a Leading Role,Winner,Coming Home,tt0077362,Jon Voight,nm0000685,Performance
051-1978,Best Actor in a Leading Role,NA,Heaven Can Wait,tt0077663,Warren Beatty,nm0000886,Performance
051-1978,Best Actor in a Leading Role,NA,The Boys from Brazil,tt0077269,Laurence Olivier,nm0000059,Performance
051-1978,Best Actor in a Leading Role,NA,The Buddy Holly Story,tt0077280,Gary Busey,nm0000997,Performance
051-1978,Best Actor in a Leading Role,NA,The Deer Hunter,tt0077416,Robert De Niro,nm0000134,Performance
051-1978,Best Actress in a Supporting Role,Winner,California Suite,tt0077289,Maggie Smith,nm0001749,Performance
051-1978,Best Actress in a Supporting Role,NA,Coming Home,tt0077362,Penelope Milford,nm0587340,Performance
051-1978,Best Actress in a Supporting Role,NA,Heaven Can Wait,tt0077663,Dyan Cannon,nm0001007,Performance
051-1978,Best Actress in a Supporting Role,NA,Interiors,tt0077742,Maureen Stapleton,nm0822972,Performance
051-1978,Best Actress in a Supporting Role,NA,The Deer Hunter,tt0077416,Meryl Streep,nm0000658,Performance
051-1978,Best Actor in a Supporting Role,Winner,The Deer Hunter,tt0077416,Christopher Walken,nm0000686,Performance
051-1978,Best Actor in a Supporting Role,NA,Comes a Horseman,tt0077360,Richard Farnsworth,nm0002070,Performance
051-1978,Best Actor in a Supporting Role,NA,Coming Home,tt0077362,Bruce Dern,nm0001136,Performance
051-1978,Best Actor in a Supporting Role,NA,Heaven Can Wait,tt0077663,Jack Warden,nm0912001,Performance
051-1978,Best Actor in a Supporting Role,NA,Midnight Express,tt0077928,John Hurt,nm0000457,Performance
051-1978,Best Cinematography,Winner,Days of Heaven,tt0077405,Néstor Almendros,nm0000743,Visual Style
051-1978,Best Cinematography,NA,Heaven Can Wait,tt0077663,William A. Fraker,nm0005710,Visual Style
051-1978,Best Cinematography,NA,"Same Time, Next Year",tt0078199,Robert Surtees,nm0005892,Visual Style
051-1978,Best Cinematography,NA,The Deer Hunter,tt0077416,Vilmos Zsigmond,nm0005936,Visual Style
051-1978,Best Cinematography,NA,The Wiz,tt0078504,Oswald Morris,nm0005807,Visual Style
051-1978,Best Art Direction-Set Decoration,Winner,Heaven Can Wait,tt0077663,Edwin O'Donovan,nm0640898,Visual Style
051-1978,Best Art Direction-Set Decoration,Winner,Heaven Can Wait,tt0077663,George Gaines,nm0301321,Visual Style
051-1978,Best Art Direction-Set Decoration,Winner,Heaven Can Wait,tt0077663,Paul Sylbert,nm0843128,Visual Style
051-1978,Best Art Direction-Set Decoration,NA,California Suite,tt0077289,Albert Brenner,nm0107447,Visual Style
051-1978,Best Art Direction-Set Decoration,NA,California Suite,tt0077289,Marvin March,nm0545322,Visual Style
051-1978,Best Art Direction-Set Decoration,NA,Interiors,tt0077742,Daniel Robert,nm0730623,Visual Style
051-1978,Best Art Direction-Set Decoration,NA,Interiors,tt0077742,Mel Bourne,nm0100080,Visual Style
051-1978,Best Art Direction-Set Decoration,NA,The Brink's Job,tt0077275,Angelo P. Graham,nm0333908,Visual Style
051-1978,Best Art Direction-Set Decoration,NA,The Brink's Job,tt0077275,Dean Tavoularis,nm0851790,Visual Style
051-1978,Best Art Direction-Set Decoration,NA,The Brink's Job,tt0077275,George R. Nelson,nm0625388,Visual Style
051-1978,Best Art Direction-Set Decoration,NA,The Wiz,tt0078504,Edward Stewart,nm0829357,Visual Style
051-1978,Best Art Direction-Set Decoration,NA,The Wiz,tt0078504,Philip Rosenberg,nm0742303,Visual Style
051-1978,Best Art Direction-Set Decoration,NA,The Wiz,tt0078504,Robert Drumheller,nm0238531,Visual Style
051-1978,Best Art Direction-Set Decoration,NA,The Wiz,tt0078504,Tony Walton,nm0910589,Visual Style
051-1978,Best Costume Design,Winner,Death on the Nile,tt0077413,Anthony Powell,nm0694018,Visual Style
051-1978,Best Costume Design,NA,Caravans,tt0077296,Renié,nm0174800,Visual Style
051-1978,Best Costume Design,NA,Days of Heaven,tt0077405,Patricia Norris,nm0635876,Visual Style
051-1978,Best Costume Design,NA,The Swarm,tt0078350,Paul Zastupnevich,nm0953665,Visual Style
051-1978,Best Costume Design,NA,The Wiz,tt0078504,Tony Walton,nm0910589,Visual Style
051-1978,"Best Music, Original Score",Winner,Midnight Express,tt0077928,Giorgio Moroder,nm0002380,Music
051-1978,"Best Music, Original Score",NA,Days of Heaven,tt0077405,Ennio Morricone,nm0001553,Music
051-1978,"Best Music, Original Score",NA,Heaven Can Wait,tt0077663,Dave Grusin,nm0006115,Music
051-1978,"Best Music, Original Score",NA,Superman,tt0078346,John Williams,nm0002354,Music
051-1978,"Best Music, Original Score",NA,The Boys from Brazil,tt0077269,Jerry Goldsmith,nm0000025,Music
051-1978,"Best Music, Original Song Score and Its Adaptation or Best Adaptation Score",Winner,The Buddy Holly Story,tt0077280,Joe Renzetti,nm0006250,Music
051-1978,"Best Music, Original Song Score and Its Adaptation or Best Adaptation Score",NA,Pretty Baby,tt0078111,Jerry Wexler,nm0923310,Music
051-1978,"Best Music, Original Song Score and Its Adaptation or Best Adaptation Score",NA,The Wiz,tt0078504,Quincy Jones,nm0005065,Music
051-1978,"Best Music, Original Song",Winner,Thank God It's Friday,tt0078382,Paul Jabara,nm0412955,Music
051-1978,"Best Music, Original Song",NA,Foul Play,tt0077578,Charles Fox,nm0288913,Music
051-1978,"Best Music, Original Song",NA,Foul Play,tt0077578,Norman Gimbel,nm0319757,Music
051-1978,"Best Music, Original Song",NA,Grease,tt0077631,John Farrar,nm0268132,Music
051-1978,"Best Music, Original Song",NA,"Same Time, Next Year",tt0078199,Alan Bergman,nm0074732,Music
051-1978,"Best Music, Original Song",NA,"Same Time, Next Year",tt0078199,Marilyn Bergman,nm0004750,Music
051-1978,"Best Music, Original Song",NA,"Same Time, Next Year",tt0078199,Marvin Hamlisch,nm0006121,Music
051-1978,"Best Music, Original Song",NA,The Magic of Lassie,tt0077890,Richard M. Sherman,nm0792556,Music
051-1978,"Best Music, Original Song",NA,The Magic of Lassie,tt0077890,Robert B. Sherman,nm0792567,Music
051-1978,Best Sound,Winner,The Deer Hunter,tt0077416,Aaron Rochin,nm0734099,Effects
051-1978,Best Sound,Winner,The Deer Hunter,tt0077416,C. Darin Knight,nm0460828,Effects
051-1978,Best Sound,Winner,The Deer Hunter,tt0077416,Richard Portman,nm0692446,Effects
051-1978,Best Sound,Winner,The Deer Hunter,tt0077416,William L. McCaughey,nm0565477,Effects
051-1978,Best Sound,NA,Days of Heaven,tt0077405,Barry Thomas,nm0858508,Effects
051-1978,Best Sound,NA,Days of Heaven,tt0077405,John T. Reitz,nm0718676,Effects
051-1978,Best Sound,NA,Days of Heaven,tt0077405,John Wilkinson,nm0929414,Effects
051-1978,Best Sound,NA,Days of Heaven,tt0077405,Robert W. Glass Jr.,nm0321903,Effects
051-1978,Best Sound,NA,Hooper,tt0077696,Don MacDougall,nm0532013,Effects
051-1978,Best Sound,NA,Hooper,tt0077696,Jack Solomon,nm0813349,Effects
051-1978,Best Sound,NA,Hooper,tt0077696,Robert Glass,nm0321915,Effects
051-1978,Best Sound,NA,Hooper,tt0077696,Robert Knudson,nm0461702,Effects
051-1978,Best Sound,NA,Superman,tt0078346,Gordon K. McCallum,nm0564730,Effects
051-1978,Best Sound,NA,Superman,tt0078346,Graham V. Hartstone,nm0367242,Effects
051-1978,Best Sound,NA,Superman,tt0078346,Nicolas Le Messurier,nm0494449,Effects
051-1978,Best Sound,NA,Superman,tt0078346,Roy Charman,nm0153335,Effects
051-1978,Best Sound,NA,The Buddy Holly Story,tt0077280,Curly Thirlwell,nm0858218,Effects
051-1978,Best Sound,NA,The Buddy Holly Story,tt0077280,Joel Fein,nm0270651,Effects
051-1978,Best Sound,NA,The Buddy Holly Story,tt0077280,Tex Rudloff,nm0748839,Effects
051-1978,Best Sound,NA,The Buddy Holly Story,tt0077280,Willie D. Burton,nm0123770,Effects
051-1978,Best Film Editing,Winner,The Deer Hunter,tt0077416,Peter Zinner,nm0957038,Effects
051-1978,Best Film Editing,NA,Coming Home,tt0077362,Don Zimmerman,nm0956699,Effects
051-1978,Best Film Editing,NA,Midnight Express,tt0077928,Gerry Hambling,nm0357421,Effects
051-1978,Best Film Editing,NA,Superman,tt0078346,Stuart Baird,nm0000829,Effects
051-1978,Best Film Editing,NA,The Boys from Brazil,tt0077269,Robert Swink,nm0842732,Effects
051-1978,"Best Short Film, Live Action",Winner,Teenage Father,tt0078372,Taylor Hackford,nm0000431,Short
051-1978,"Best Short Film, Live Action",NA,A Different Approach,tt0077434,Fern Field,nm0275935,Short
051-1978,"Best Short Film, Live Action",NA,A Different Approach,tt0077434,Jim Belcher,nm0067641,Short
051-1978,"Best Short Film, Live Action",NA,Mandy's Grandmother,tt0077901,Andrew Sugerman,nm0837449,Short
051-1978,"Best Short Film, Live Action",NA,Strange Fruit,tt0078329,Seth Pinsker,nm0684525,Short
051-1978,"Best Short Film, Animated",Winner,Special Delivery,tt0206312,Eunice Macaulay,nm0531323,Short
051-1978,"Best Short Film, Animated",Winner,Special Delivery,tt0206312,John Weldon,nm0919732,Short
051-1978,"Best Short Film, Animated",NA,Oh My Darling ...,tt0078017,Nico Crama,nm0186124,Short
051-1978,"Best Short Film, Animated",NA,Rip Van Winkle,tt0078168,Will Vinton,nm0899139,Short
051-1978,"Best Documentary, Short Subjects",Winner,The Flight of the Gossamer Condor,tt0077564,Ben Shedd,nm0790536,Short
051-1978,"Best Documentary, Short Subjects",Winner,The Flight of the Gossamer Condor,tt0077564,Jacqueline Phillips,nm0680182,Short
051-1978,"Best Documentary, Short Subjects",NA,An Encounter with Faces,tt0077502,K.K. Kapil,nm0438149,Short
051-1978,"Best Documentary, Short Subjects",NA,Goodnight Miss Ann,tt0077624,August Cinquegrana,nm0162484,Short
051-1978,"Best Documentary, Short Subjects",NA,Squires of San Quentin,tt0078314,J. Gary Mitchell,nm0593403,Short
051-1978,"Best Documentary, Short Subjects",NA,The Divided Trail: A Native American Odyssey,tt0077442,Jerry Aronson,nm0036973,Short
052-1979,Best Picture,Winner,Kramer vs. Kramer,tt0079417,Stanley R. Jaffe,nm0415494,Picture
052-1979,Best Picture,NA,All That Jazz,tt0078754,Robert Alan Aurthur,nm0015899,Picture
052-1979,Best Picture,NA,Apocalypse Now,tt0078788,Francis Ford Coppola,nm0000338,Picture
052-1979,Best Picture,NA,Apocalypse Now,tt0078788,Fred Roos,nm0740407,Picture
052-1979,Best Picture,NA,Apocalypse Now,tt0078788,Gray Frederickson,nm0292875,Picture
052-1979,Best Picture,NA,Apocalypse Now,tt0078788,Tom Sternberg,nm0827923,Picture
052-1979,Best Picture,NA,Breaking Away,tt0078902,Peter Yates,nm0946811,Picture
052-1979,Best Picture,NA,Norma Rae,tt0079638,Alexandra Rose,nm0741228,Picture
052-1979,Best Picture,NA,Norma Rae,tt0079638,Tamara Asseyev,nm0039834,Picture
052-1979,Best Foreign Language Film,Winner,The Tin Drum,tt0078875,NA,NA,International
052-1979,Best Foreign Language Film,NA,A Simple Story,tt0075975,NA,NA,International
052-1979,Best Foreign Language Film,NA,Mama Turns 100,tt0079517,NA,NA,International
052-1979,Best Foreign Language Film,NA,The Maids of Wilko,tt0079696,NA,NA,International
052-1979,Best Foreign Language Film,NA,To Forget Venice,tt0079054,NA,NA,International
052-1979,"Best Documentary, Features",Winner,Best Boy,tt0078850,Ira Wohl,nm0937390,Documentary
052-1979,"Best Documentary, Features",NA,Generation on the Wind,tt0079201,David Vassar,nm0890774,Documentary
052-1979,"Best Documentary, Features",NA,Going the Distance,tt0079220,Jacques Bobet,nm0090369,Documentary
052-1979,"Best Documentary, Features",NA,Going the Distance,tt0079220,Paul Cowan,nm0184612,Documentary
052-1979,"Best Documentary, Features",NA,The Killing Ground,tt0079402,Steve Singer,nm0802049,Documentary
