"AwardCategory","AwardWinner","AwardCeremony","FilmID","FilmName","PersonID","PersonName","CompanyID","CompanyName","AwardType","Your.Rating","IMDb.Rating","Num.Votes"
"Best Animated Feature Film of the Year","Winner","87-2015","tt2245084","Big Hero 6","nm0930261","Chris Williams",NA,NA,"Animated",8,7.8,496429
"Best Animated Feature Film of the Year","Winner","87-2015","tt2245084","Big Hero 6","nm0174807","Roy Conli",NA,NA,"Animated",8,7.8,496429
"Best Animated Feature Film of the Year",NA,"87-2015","tt1646971","How to Train Your Dragon 2","nm0213450","Dean DeBlois",NA,NA,"Animated",6,7.8,360715
"Best Animated Feature Film of the Year",NA,"87-2015","tt1646971","How to Train Your Dragon 2","nm0036366","Bonnie Arnold",NA,NA,"Animated",6,7.8,360715
"Best Animated Feature Film of the Year",NA,"87-2015","tt1865505","Song of the Sea","nm1119079","Tomm Moore",NA,NA,"Animated",9,8,62640
"Best Animated Feature Film of the Year",NA,"87-2015","tt1865505","Song of the Sea","nm2727721","Paul Young",NA,NA,"Animated",9,8,62640
"Best Animated Feature Film of the Year",NA,"87-2015","tt0787474","The Boxtrolls","nm0820934","Anthony Stacchi",NA,NA,"Animated",6,6.8,61197
"Best Animated Feature Film of the Year",NA,"87-2015","tt0787474","The Boxtrolls","nm0030253","Graham Annable",NA,NA,"Animated",6,6.8,61197
"Best Animated Feature Film of the Year",NA,"87-2015","tt0787474","The Boxtrolls","nm1325899","Travis Knight",NA,NA,"Animated",6,6.8,61197
"Best Animated Feature Film of the Year",NA,"87-2015","tt2576852","The Tale of The Princess Kaguya","nm0847223","Isao Takahata",NA,NA,"Animated",9,8,53149
"Best Animated Feature Film of the Year",NA,"87-2015","tt2576852","The Tale of The Princess Kaguya","nm2052679","Yoshiaki Nishimura",NA,NA,"Animated",9,8,53149
"Best Motion Picture of the Year","Winner","88-2016","tt1895587","Spotlight","nm0837386","Michael Sugar",NA,NA,"Picture",8,8.1,498410
"Best Motion Picture of the Year","Winner","88-2016","tt1895587","Spotlight","nm0326512","Steve Golin",NA,NA,"Picture",8,8.1,498410
"Best Motion Picture of the Year","Winner","88-2016","tt1895587","Spotlight","nm2140746","Nicole Rocklin",NA,NA,"Picture",8,8.1,498410
"Best Motion Picture of the Year","Winner","88-2016","tt1895587","Spotlight","nm1421308","Blye Pagon Faust",NA,NA,"Picture",8,8.1,498410
"Best Motion Picture of the Year",NA,"88-2016","tt3682448","Bridge of Spies","nm0000229","Steven Spielberg",NA,NA,"Picture",6,7.6,326087
"Best Motion Picture of the Year",NA,"88-2016","tt3682448","Bridge of Spies","nm0686887","Marc Platt",NA,NA,"Picture",6,7.6,326087
"Best Motion Picture of the Year",NA,"88-2016","tt3682448","Bridge of Spies","nm1069736","Kristie Macosko Krieger",NA,NA,"Picture",6,7.6,326087
"Best Motion Picture of the Year",NA,"88-2016","tt2381111","Brooklyn","nm0245493","Finola Dwyer",NA,NA,"Picture",5,7.5,149386
"Best Motion Picture of the Year",NA,"88-2016","tt2381111","Brooklyn","nm0692656","Amanda Posey",NA,NA,"Picture",5,7.5,149386
"Best Motion Picture of the Year",NA,"88-2016","tt1392190","Mad Max: Fury Road","nm0593294","Doug Mitchell",NA,NA,"Picture",7,8.1,1073882
"Best Motion Picture of the Year",NA,"88-2016","tt1392190","Mad Max: Fury Road","nm0004306","George Miller",NA,NA,"Picture",7,8.1,1073882
"Best Motion Picture of the Year",NA,"88-2016","tt3170832","Room","nm0347384","Ed Guiney",NA,NA,"Picture",7,8.1,446727
"Best Motion Picture of the Year",NA,"88-2016","tt1596363","The Big Short","nm0000093","Brad Pitt",NA,NA,"Picture",6,7.8,478286
"Best Motion Picture of the Year",NA,"88-2016","tt1596363","The Big Short","nm0306890","Dede Gardner",NA,NA,"Picture",6,7.8,478286
"Best Motion Picture of the Year",NA,"88-2016","tt1596363","The Big Short","nm1250070","Jeremy Kleiner",NA,NA,"Picture",6,7.8,478286
"Best Motion Picture of the Year",NA,"88-2016","tt3659388","The Martian","nm1334526","Simon Kinberg",NA,NA,"Picture",7,8,913846
"Best Motion Picture of the Year",NA,"88-2016","tt3659388","The Martian","nm0000631","Ridley Scott",NA,NA,"Picture",7,8,913846
"Best Motion Picture of the Year",NA,"88-2016","tt3659388","The Martian","nm0769644","Michael Schaefer",NA,NA,"Picture",7,8,913846
"Best Motion Picture of the Year",NA,"88-2016","tt3659388","The Martian","nm0400240","Mark Huffam",NA,NA,"Picture",7,8,913846
"Best Motion Picture of the Year",NA,"88-2016","tt1663202","The Revenant","nm0326512","Steve Golin",NA,NA,"Picture",7,8,865516
"Best Motion Picture of the Year",NA,"88-2016","tt1663202","The Revenant","nm0586969","Arnon Milchan",NA,NA,"Picture",7,8,865516
"Best Motion Picture of the Year",NA,"88-2016","tt1663202","The Revenant","nm0327944","Alejandro G. Iñárritu",NA,NA,"Picture",7,8,865516
"Best Motion Picture of the Year",NA,"88-2016","tt1663202","The Revenant","nm0661289","Mary Parent",NA,NA,"Picture",7,8,865516
"Best Motion Picture of the Year",NA,"88-2016","tt1663202","The Revenant","nm2166024","Keith Redmon",NA,NA,"Picture",7,8,865516
"Best Performance by an Actor in a Leading Role","Winner","88-2016","tt1663202","The Revenant","nm0000138","Leonardo DiCaprio",NA,NA,"Performance",7,8,865516
"Best Performance by an Actor in a Leading Role",NA,"88-2016","tt3203606","Trumbo","nm0186505","Bryan Cranston",NA,NA,"Performance",7,7.4,84507
"Best Performance by an Actor in a Leading Role",NA,"88-2016","tt0810819","The Danish Girl","nm1519666","Eddie Redmayne",NA,NA,"Performance",7,7.1,198185
"Best Performance by an Actor in a Leading Role",NA,"88-2016","tt3659388","The Martian","nm0000354","Matt Damon",NA,NA,"Performance",7,8,913846
"Best Performance by an Actor in a Leading Role",NA,"88-2016","tt2080374","Steve Jobs","nm1055413","Michael Fassbender",NA,NA,"Performance",5,7.2,177598
"Best Performance by an Actress in a Leading Role","Winner","88-2016","tt3170832","Room","nm0488953","Brie Larson",NA,NA,"Performance",7,8.1,446727
"Best Performance by an Actress in a Leading Role",NA,"88-2016","tt2402927","Carol","nm0000949","Cate Blanchett",NA,NA,"Performance",6,7.2,141222
"Best Performance by an Actress in a Leading Role",NA,"88-2016","tt3544082","45 Years","nm0001648","Charlotte Rampling",NA,NA,"Performance",9,7.1,34841
"Best Performance by an Actress in a Leading Role",NA,"88-2016","tt2446980","Joy","nm2225369","Jennifer Lawrence",NA,NA,"Performance",5,6.6,144256
"Best Performance by an Actress in a Leading Role",NA,"88-2016","tt2381111","Brooklyn","nm1519680","Saoirse Ronan",NA,NA,"Performance",5,7.5,149386
"Best Performance by an Actor in a Supporting Role","Winner","88-2016","tt3682448","Bridge of Spies","nm0753314","Mark Rylance",NA,NA,"Performance",6,7.6,326087
"Best Performance by an Actor in a Supporting Role",NA,"88-2016","tt1596363","The Big Short","nm0000288","Christian Bale",NA,NA,"Performance",6,7.8,478286
"Best Performance by an Actor in a Supporting Role",NA,"88-2016","tt1895587","Spotlight","nm0749263","Mark Ruffalo",NA,NA,"Performance",8,8.1,498410
"Best Performance by an Actor in a Supporting Role",NA,"88-2016","tt3076658","Creed","nm0000230","Sylvester Stallone",NA,NA,"Performance",7,7.6,308475
"Best Performance by an Actor in a Supporting Role",NA,"88-2016","tt1663202","The Revenant","nm0362766","Tom Hardy",NA,NA,"Performance",7,8,865516
"Best Performance by an Actress in a Supporting Role","Winner","88-2016","tt0810819","The Danish Girl","nm2539953","Alicia Vikander",NA,NA,"Performance",7,7.1,198185
"Best Performance by an Actress in a Supporting Role",NA,"88-2016","tt3460252","The Hateful Eight","nm0000492","Jennifer Jason Leigh",NA,NA,"Performance",6,7.8,652991
"Best Performance by an Actress in a Supporting Role",NA,"88-2016","tt2080374","Steve Jobs","nm0000701","Kate Winslet",NA,NA,"Performance",5,7.2,177598
"Best Performance by an Actress in a Supporting Role",NA,"88-2016","tt1895587","Spotlight","nm1046097","Rachel McAdams",NA,NA,"Performance",8,8.1,498410
"Best Performance by an Actress in a Supporting Role",NA,"88-2016","tt2402927","Carol","nm1913734","Rooney Mara",NA,NA,"Performance",6,7.2,141222
"Best Achievement in Directing","Winner","88-2016","tt1663202","The Revenant","nm0327944","Alejandro G. Iñárritu",NA,NA,"Director",7,8,865516
"Best Achievement in Directing",NA,"88-2016","tt1596363","The Big Short","nm0570912","Adam McKay",NA,NA,"Director",6,7.8,478286
"Best Achievement in Directing",NA,"88-2016","tt1392190","Mad Max: Fury Road","nm0004306","George Miller",NA,NA,"Director",7,8.1,1073882
"Best Achievement in Directing",NA,"88-2016","tt3170832","Room","nm1049433","Lenny Abrahamson",NA,NA,"Director",7,8.1,446727
"Best Achievement in Directing",NA,"88-2016","tt1895587","Spotlight","nm0565336","Tom McCarthy",NA,NA,"Director",8,8.1,498410
"Best Writing, Original Screenplay","Winner","88-2016","tt1895587","Spotlight","nm1802857","Josh Singer",NA,NA,"Writing",8,8.1,498410
"Best Writing, Original Screenplay","Winner","88-2016","tt1895587","Spotlight","nm0565336","Tom McCarthy",NA,NA,"Writing",8,8.1,498410
"Best Writing, Original Screenplay",NA,"88-2016","tt3682448","Bridge of Spies","nm4131020","Matt Charman",NA,NA,"Writing",6,7.6,326087
"Best Writing, Original Screenplay",NA,"88-2016","tt3682448","Bridge of Spies","nm0001053","Ethan Coen",NA,NA,"Writing",6,7.6,326087
"Best Writing, Original Screenplay",NA,"88-2016","tt3682448","Bridge of Spies","nm0001054","Joel Coen",NA,NA,"Writing",6,7.6,326087
"Best Writing, Original Screenplay",NA,"88-2016","tt0470752","Ex Machina","nm0307497","Alex Garland",NA,NA,"Writing",9,7.7,581044
"Best Writing, Original Screenplay",NA,"88-2016","tt2096673","Inside Out","nm0230032","Pete Docter",NA,NA,"Writing",8,8.1,775910
"Best Writing, Original Screenplay",NA,"88-2016","tt2096673","Inside Out","nm0498834","Meg LeFauve",NA,NA,"Writing",8,8.1,775910
"Best Writing, Original Screenplay",NA,"88-2016","tt2096673","Inside Out","nm2155757","Josh Cooley",NA,NA,"Writing",8,8.1,775910
"Best Writing, Original Screenplay",NA,"88-2016","tt2096673","Inside Out","nm0215455","Ronnie Del Carmen",NA,NA,"Writing",8,8.1,775910
"Best Writing, Original Screenplay",NA,"88-2016","tt1398426","Straight Outta Compton","nm0075696","Andrea Berloff",NA,NA,"Writing",8,7.8,216642
"Best Writing, Original Screenplay",NA,"88-2016","tt1398426","Straight Outta Compton","nm6707680","Jonathan Herman",NA,NA,"Writing",8,7.8,216642
"Best Writing, Original Screenplay",NA,"88-2016","tt1398426","Straight Outta Compton","nm0767655","S. Leigh Savidge",NA,NA,"Writing",8,7.8,216642
"Best Writing, Original Screenplay",NA,"88-2016","tt1398426","Straight Outta Compton","nm0921023","Alan Wenkus",NA,NA,"Writing",8,7.8,216642
"Best Writing, Adapted Screenplay","Winner","88-2016","tt1596363","The Big Short","nm1017488","Charles Randolph",NA,NA,"Writing",6,7.8,478286
"Best Writing, Adapted Screenplay","Winner","88-2016","tt1596363","The Big Short","nm0570912","Adam McKay",NA,NA,"Writing",6,7.8,478286
"Best Writing, Adapted Screenplay",NA,"88-2016","tt2381111","Brooklyn","nm0394984","Nick Hornby",NA,NA,"Writing",5,7.5,149386
"Best Writing, Adapted Screenplay",NA,"88-2016","tt2402927","Carol","nm0619507","Phyllis Nagy",NA,NA,"Writing",6,7.2,141222
"Best Writing, Adapted Screenplay",NA,"88-2016","tt3170832","Room","nm1480980","Emma Donoghue",NA,NA,"Writing",7,8.1,446727
"Best Writing, Adapted Screenplay",NA,"88-2016","tt3659388","The Martian","nm1206844","Drew Goddard",NA,NA,"Writing",7,8,913846
"Best Achievement in Cinematography","Winner","88-2016","tt1663202","The Revenant","nm0523881","Emmanuel Lubezki",NA,NA,"Visual Style",7,8,865516
"Best Achievement in Cinematography",NA,"88-2016","tt2402927","Carol","nm0005767","Edward Lachman",NA,NA,"Visual Style",6,7.2,141222
"Best Achievement in Cinematography",NA,"88-2016","tt1392190","Mad Max: Fury Road","nm0005868","John Seale",NA,NA,"Visual Style",7,8.1,1073882
"Best Achievement in Cinematography",NA,"88-2016","tt3397884","Sicario","nm0005683","Roger Deakins",NA,NA,"Visual Style",6,7.7,468016
"Best Achievement in Cinematography",NA,"88-2016","tt3460252","The Hateful Eight","nm0724744","Robert Richardson",NA,NA,"Visual Style",6,7.8,652991
"Best Achievement in Film Editing","Winner","88-2016","tt1392190","Mad Max: Fury Road","nm0803459","Margaret Sixel",NA,NA,"Effects",7,8.1,1073882
"Best Achievement in Film Editing",NA,"88-2016","tt1895587","Spotlight","nm0002500","Tom McArdle",NA,NA,"Effects",8,8.1,498410
"Best Achievement in Film Editing",NA,"88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0104783","Maryann Brandon",NA,NA,"Effects",4,7.8,968458
"Best Achievement in Film Editing",NA,"88-2016","tt2488496","Star Wars: Episode VII - The Force Awakens","nm0548407","Mary Jo Markey",NA,NA,"Effects",4,7.8,968458
"Best Achievement in Film Editing",NA,"88-2016","tt1596363","The Big Short","nm0181650","Hank Corwin",NA,NA,"Effects",6,7.8,478286
"Best Achievement in Film Editing",NA,"88-2016","tt1663202","The Revenant","nm0592537","Stephen Mirrione",NA,NA,"Effects",7,8,865516
"Best Achievement in Production Design","Winner","88-2016","tt1392190","Mad Max: Fury Road","nm0316904","Colin Gibson",NA,NA,"Visual Style",7,8.1,1073882
"Best Achievement in Production Design","Winner","88-2016","tt1392190","Mad Max: Fury Road","nm0860424","Lisa Thompson",NA,NA,"Visual Style",7,8.1,1073882
"Best Achievement in Production Design",NA,"88-2016","tt3682448","Bridge of Spies","nm1360914","Adam Stockhausen",NA,NA,"Visual Style",6,7.6,326087
"Best Achievement in Production Design",NA,"88-2016","tt3682448","Bridge of Spies","nm0213076","Rena DeAngelo",NA,NA,"Visual Style",6,7.6,326087
"Best Achievement in Production Design",NA,"88-2016","tt3682448","Bridge of Spies","nm0377520","Bernhard Henrich",NA,NA,"Visual Style",6,7.6,326087
"Best Achievement in Production Design",NA,"88-2016","tt0810819","The Danish Girl","nm0829378","Eve Stewart",NA,NA,"Visual Style",7,7.1,198185
"Best Achievement in Production Design",NA,"88-2016","tt0810819","The Danish Girl","nm0822086","Michael Standish",NA,NA,"Visual Style",7,7.1,198185
"Best Achievement in Production Design",NA,"88-2016","tt3659388","The Martian","nm0561480","Arthur Max",NA,NA,"Visual Style",7,8,913846
"Best Achievement in Production Design",NA,"88-2016","tt3659388","The Martian","nm0090278","Celia Bobak",NA,NA,"Visual Style",7,8,913846
"Best Achievement in Production Design",NA,"88-2016","tt1663202","The Revenant","nm0279926","Jack Fisk",NA,NA,"Visual Style",7,8,865516
"Best Achievement in Production Design",NA,"88-2016","tt1663202","The Revenant","nm0700827","Hamish Purdy",NA,NA,"Visual Style",7,8,865516
"Best Achievement in Costume Design","Winner","88-2016","tt1392190","Mad Max: Fury Road","nm0064746","Jenny Beavan",NA,NA,"Visual Style",7,8.1,1073882
"Best Achievement in Costume Design",NA,"88-2016","tt2402927","Carol","nm0694309","Sandy Powell",NA,NA,"Visual Style",6,7.2,141222
"Best Achievement in Costume Design",NA,"88-2016","tt1661199","Cinderella","nm0694309","Sandy Powell",NA,NA,"Visual Style",4,6.9,189129
"Best Achievement in Costume Design",NA,"88-2016","tt0810819","The Danish Girl","nm0214625","Paco Delgado",NA,NA,"Visual Style",7,7.1,198185
"Best Achievement in Costume Design",NA,"88-2016","tt1663202","The Revenant","nm0922113","Jacqueline West",NA,NA,"Visual Style",7,8,865516
"Best Achievement in Makeup and Hairstyling","Winner","88-2016","tt1392190","Mad Max: Fury Road","nm0886488","Lesley Vanderwalt",NA,NA,"Visual Style",7,8.1,1073882
"Best Achievement in Makeup and Hairstyling","Winner","88-2016","tt1392190","Mad Max: Fury Road","nm0911975","Elka Wardega",NA,NA,"Visual Style",7,8.1,1073882
"Best Achievement in Makeup and Hairstyling","Winner","88-2016","tt1392190","Mad Max: Fury Road","nm1914735","Damian Martin",NA,NA,"Visual Style",7,8.1,1073882
"Best Achievement in Makeup and Hairstyling",NA,"88-2016","tt2113681","The 100 Year-Old Man Who Climbed Out the Window and Disappeared","nm1037627","Love Larson",NA,NA,"Visual Style",NA,7,42469
"Best Achievement in Makeup and Hairstyling",NA,"88-2016","tt2113681","The 100 Year-Old Man Who Climbed Out the Window and Disappeared","nm0901913","Eva Von Bahr",NA,NA,"Visual Style",NA,7,42469
"Best Achievement in Makeup and Hairstyling",NA,"88-2016","tt1663202","The Revenant","nm0341812","Sian Grigg",NA,NA,"Visual Style",7,8,865516
"Best Achievement in Makeup and Hairstyling",NA,"88-2016","tt1663202","The Revenant","nm0418749","Duncan Jarman",NA,NA,"Visual Style",7,8,865516
"Best Achievement in Makeup and Hairstyling",NA,"88-2016","tt1663202","The Revenant","nm0006453","Robert A. Pandini",NA,NA,"Visual Style",7,8,865516
"Best Achievement in Music Written for Motion Pictures, Original Song","Winner","88-2016","tt2379713","Spectre","nm3094994","Sam Smith",NA,NA,"Music",4,6.8,463327
"Best Achievement in Music Written for Motion Pictures, Original Song","Winner","88-2016","tt2379713","Spectre","nm4438244","Jimmy Napes",NA,NA,"Music",4,6.8,463327
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"88-2016","tt2322441","Fifty Shades of Grey","nm1070597","The Weeknd",NA,NA,"Music",3,4.2,333773
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"88-2016","tt2322441","Fifty Shades of Grey","nm6803523","Belly",NA,NA,"Music",3,4.2,333773
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"88-2016","tt2322441","Fifty Shades of Grey","nm7850935","DaHeala",NA,NA,"Music",3,4.2,333773
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"88-2016","tt2322441","Fifty Shades of Grey","nm0595066","Stephan Moccio",NA,NA,"Music",3,4.2,333773
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"88-2016","tt1618448","Racing Extinction","nm0707775","J. Ralph",NA,NA,"Music",NA,8.2,8160
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"88-2016","tt1618448","Racing Extinction","nm1359744","Anohni",NA,NA,"Music",NA,8.2,8160
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"88-2016","tt4185572","The Hunting Ground","nm0005534","Diane Warren",NA,NA,"Music",NA,7.4,6474
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"88-2016","tt4185572","The Hunting Ground","nm3078932","Lady Gaga",NA,NA,"Music",NA,7.4,6474
"Best Achievement in Music Written for Motion Pictures, Original Song",NA,"88-2016","tt3312830","Youth","nm1012893","David Lang",NA,NA,"Music",NA,7.3,82603
"Best Achievement in Music Written for Motion Pictures, Original Score","Winner","88-2016","tt3460252","The Hateful Eight","nm0001553","Ennio Morricone",NA,NA,"Music",6,7.8,652991
"Best Achievement in Music Written for Motion Pictures, Original Score",NA,"88-2016","tt3682448","Bridge of Spies","nm0002353","Thomas Newman",NA,NA,"Music",6,7.6,326087
